seed,size,value
86,64,-0.8321097493171692
86,128,-1.4660167694091797
87,32,-0.9052810072898865
87,64,0.7197185754776001
87,128,-0.0553322434425354
88,32,0.29364919662475586
88,64,1.6411226987838745
88,128,0.429726243019104
89,32,1.0306732654571533
89,64,-0.12230812013149261
89,128,1.3260644674301147
90,32,1.4787707328796387
90,64,0.23139116168022156
90,128,-0.7212647795677185
91,32,0.5007752180099487
91,64,-0.7999371290206909
91,128,-0.34180450439453125
92,32,0.7999007701873779
92,64,-0.7826669216156006
92,128,0.3590068519115448
93,32,0.046006493270397186
93,64,-0.24057599902153015
93,128,0.2509097754955292
94,32,1.0080337524414062
94,64,0.7367376089096069
94,128,-0.10551512986421585
95,32,-0.42667198181152344
95,64,0.7146827578544617
95,128,-0.5196739435195923
96,32,-0.28428375720977783
96,64,0.6531862616539001
96,128,-0.3478289544582367
97,32,0.9084096550941467
97,64,0.8070008158683777
97,128,-0.5664913654327393
98,32,0.10792743414640427
98,64,-0.693027138710022
98,128,0.23836274445056915
99,32,-1.6995823383331299
99,64,0.8352665305137634
99,128,-0.09886825829744339
100,32,-0.005173247307538986
100,64,0.48050087690353394
100,128,0.12961475551128387
101,32,0.35927814245224
101,64,0.3538617491722107
101,128,-0.670968770980835
102,32,-0.05910752713680267
102,64,-1.1489595174789429
102,128,0.8054711222648621
103,32,0.7088106870651245
103,64,-0.43418577313423157
103,128,0.8610368967056274
104,32,0.2753664255142212
104,64,-0.7921398282051086
104,128,-0.9366135597229004
105,32,0.4673667848110199
105,64,-1.5143941640853882
105,128,-0.6823975443840027
106,32,0.2834363579750061
106,64,1.0995523929595947
106,128,0.7437005639076233
107,32,0.6047214865684509
107,64,-0.2907837927341461
107,128,-0.1101117804646492
108,32,0.8312312364578247
108,64,-1.2963383197784424
108,128,-0.8878277540206909
109,32,-0.4338941276073456
109,64,0.3736439049243927
109,128,-0.2260536253452301
110,32,0.880322277545929
110,64,0.3217542767524719
110,128,1.5172719955444336
111,32,0.7060616612434387
111,64,-0.4504660964012146
111,128,-0.5623419284820557
112,32,0.9258016347885132
112,64,0.7508351802825928
112,128,1.697224736213684
113,32,0.34056195616722107
113,64,-0.1864229440689087
113,128,0.11681067198514938
114,32,-0.7887598276138306
114,64,0.6373916864395142
114,128,-0.31269514560699463
115,32,1.0572614669799805
115,64,0.29377129673957825
115,128,0.23609420657157898
116,32,0.1207212507724762
116,64,-1.8021291494369507
116,128,-0.5776294469833374
117,32,1.3010843992233276
117,64,1.0593336820602417
117,128,0.49000605940818787
118,32,1.6377990245819092
118,64,0.20595134794712067
118,128,0.3096388876438141
119,32,-0.002622870495542884
119,64,-0.3633921444416046
119,128,-0.2145727127790451
120,32,0.7318475842475891
120,64,-0.3258263170719147
120,128,1.3572653532028198
121,32,-0.5885236263275146
121,64,0.5025853514671326
121,128,0.5644631385803223
122,32,0.9690679311752319
122,64,-1.218109369277954
122,128,-1.5752389430999756
123,32,-1.3280913829803467
123,64,0.19694101810455322
123,128,0.8562870025634766
124,32,-1.1792728900909424
124,64,-0.4941191077232361
124,128,-0.3738194406032562
125,32,-0.052609141916036606
125,64,-0.15372666716575623
125,128,-0.10985550284385681
126,32,-0.2379164695739746
126,64,0.48298054933547974
126,128,-0.6053768992424011
127,32,0.3059638440608978
127,64,-1.162519931793213
127,128,0.8130524754524231
128,32,-0.8259845972061157
128,64,0.47162824869155884
128,128,-0.17524214088916779
129,32,-1.0393179655075073
129,64,1.259784460067749
129,128,0.615714430809021
130,32,-1.3391448259353638
130,64,-0.1954224854707718
130,128,0.37671080231666565
131,32,0.06856241822242737
131,64,-0.1691659688949585
131,128,0.17851339280605316
132,32,-2.0411179065704346
132,64,-0.2285267859697342
132,128,-1.230273962020874
133,32,0.490867018699646
133,64,0.05900470167398453
133,128,-0.17122700810432434
134,32,-0.003508389927446842
134,64,0.2732870280742645
134,128,0.2743915319442749
135,32,1.14308762550354
135,64,0.8441827893257141
135,128,0.4836421012878418
136,32,0.5021457076072693
136,64,-1.3756778240203857
136,128,0.26576289534568787
137,32,0.3718663156032562
137,64,0.9065718054771423
137,128,-0.1506083905696869
138,32,-1.3054193258285522
138,64,1.1815719604492188
138,128,0.15970605611801147
139,32,-0.5528663396835327
139,64,-0.4731980264186859
139,128,-0.6917186975479126
140,32,-0.6761155128479004
140,64,-0.5021959543228149
140,128,0.39729011058807373
141,32,-0.818375825881958
141,64,0.23361384868621826
141,128,-0.14298267662525177
142,32,0.16875059902668
142,64,0.9105414152145386
142,128,-0.9376347661018372
143,32,-1.1669723987579346
143,64,-0.6655678749084473
143,128,0.32400599122047424
144,32,0.08164304494857788
144,64,-0.649471640586853
144,128,0.4392569363117218
145,32,-0.18607525527477264
145,64,0.6870065331459045
145,128,0.3574594259262085
146,32,-0.6456588506698608
146,64,0.898128092288971
146,128,-0.6596843600273132
147,32,0.03355737030506134
147,64,0.489324688911438
147,128,-0.8409345149993896
148,32,-0.1349831223487854
148,64,-0.6441078186035156
148,128,1.5007457733154297
149,32,-1.2619411945343018
149,64,0.9258118867874146
149,128,-0.3983452618122101
150,32,-0.7314613461494446
150,64,0.5410755276679993
150,128,-1.094842791557312
151,32,0.2795462906360626
151,64,-0.8143768906593323
151,128,0.6243256330490112
152,32,-0.14367491006851196
152,64,-0.4658461809158325
152,128,0.28362590074539185
153,32,1.2065259218215942
153,64,-0.418188214302063
153,128,-0.962632954120636
154,32,-0.11688536405563354
154,64,0.08020833879709244
154,128,0.4098239541053772
155,32,-0.44542431831359863
155,64,0.7801889181137085
155,128,-0.5621896982192993
156,32,-0.3883778154850006
156,64,-0.3756078779697418
156,128,0.618492603302002
157,32,0.6412237882614136
157,64,-0.9559537768363953
157,128,2.9556095600128174
158,32,-0.18926289677619934
158,64,-1.4044328927993774
158,128,-0.5491846203804016
159,32,0.17924706637859344
159,64,0.28656822443008423
159,128,-0.5764950513839722
160,32,0.41714614629745483
160,64,0.29272130131721497
160,128,0.9184775352478027
161,32,-0.44667133688926697
161,64,-0.23705844581127167
161,128,0.022484591230750084
162,32,0.33167901635169983
162,64,0.9767401218414307
162,128,-0.6783820390701294
163,32,-0.0770280659198761
163,64,-0.35584360361099243
163,128,-1.0691038370132446
164,32,-0.6295197606086731
164,64,1.5623339414596558
164,128,0.13848446309566498
165,32,0.36097198724746704
165,64,-0.716062068939209
165,128,-0.6765457391738892
166,32,-0.13564354181289673
166,64,0.49871116876602173
166,128,-2.3657381534576416
167,32,0.04243631660938263
167,64,0.004187773913145065
167,128,-0.9263074398040771
168,32,-0.8974714875221252
168,64,-1.8694466352462769
168,128,0.9053147435188293
169,32,0.9005460739135742
169,64,0.24038554728031158
169,128,0.31921157240867615
170,32,-0.42318862676620483
170,64,-0.5614429116249084
170,128,1.1316481828689575
171,32,-0.699792742729187
171,64,0.45750001072883606
171,128,0.054950132966041565
172,32,-0.8360239267349243
172,64,-0.046179089695215225
172,128,-1.1098010540008545
173,32,-0.7643539905548096
173,64,0.2262759953737259
173,128,0.782939612865448
174,32,-0.07527071237564087
174,64,-0.4870872497558594
174,128,-0.3324452340602875
175,32,-1.4064176082611084
175,64,-0.38583359122276306
175,128,1.3405563831329346
176,32,1.0943593978881836
176,64,-0.8368046879768372
176,128,-0.3740209937095642
177,32,0.8411960601806641
177,64,-0.865763783454895
177,128,2.448390483856201
178,32,-0.10406526923179626
178,64,1.1444480419158936
178,128,-1.7919886112213135
179,32,0.3458292782306671
179,64,0.5237414240837097
179,128,-1.0596299171447754
180,32,-0.043825194239616394
180,64,0.20085984468460083
180,128,0.09929909557104111
181,32,0.5702847242355347
181,64,-0.8480966091156006
181,128,1.3603034019470215
182,32,-0.49962207674980164
182,64,0.11623913794755936
182,128,0.39471715688705444
183,32,1.2926820516586304
183,64,1.7938421964645386
183,128,1.0691372156143188
184,32,-0.1803644448518753
184,64,-0.7569136619567871
184,128,-0.3624970018863678
185,32,1.8016600608825684
185,64,0.6429612636566162
185,128,-1.3029125928878784
186,32,1.0365126132965088
186,64,0.7270501255989075
186,128,0.349464476108551
187,32,-0.137393057346344
187,64,0.5726214051246643
187,128,-0.1914277970790863
188,32,0.22703880071640015
188,64,1.5095916986465454
188,128,-1.2688027620315552
189,32,1.2192411422729492
189,64,-1.245385766029358
189,128,1.048433542251587
190,32,0.9404382705688477
190,64,1.28786301612854
190,128,-0.32531628012657166
191,32,-1.4345134496688843
191,64,-0.9203540682792664
191,128,0.09758513420820236
192,32,-0.38378894329071045
192,64,1.120261549949646
192,128,0.12096542119979858
193,32,-0.08191534131765366
193,64,-0.8667821884155273
193,128,0.3270028531551361
194,32,-1.2924309968948364
194,64,0.6730929613113403
194,128,1.3056002855300903
195,32,-1.9128347635269165
195,64,-0.1647586226463318
195,128,0.2815840542316437
196,32,-0.5036499500274658
196,64,-0.335847407579422
196,128,0.3668649196624756
197,32,-1.9404497146606445
197,64,-0.855491578578949
197,128,-0.6633961200714111
198,32,0.4889066219329834
198,64,0.25472894310951233
198,128,0.14404241740703583
199,32,0.3550662696361542
199,64,-0.38239049911499023
199,128,0.39081916213035583
200,32,-0.14656007289886475
200,64,0.620872437953949
200,128,0.9418825507164001
201,32,0.04596531763672829
201,64,0.26853424310684204
201,128,1.6544276475906372
202,32,1.4831112623214722
202,64,-0.4207417964935303
202,128,0.25627025961875916
203,32,0.2289232760667801
203,64,-0.4126911759376526
203,128,0.6617611646652222
204,32,0.18872937560081482
204,64,0.8137161135673523
204,128,-0.542448878288269
205,32,1.102919340133667
205,64,0.24076268076896667
205,128,0.6433067917823792
206,32,-0.2771422266960144
206,64,0.2179601788520813
206,128,-0.06978552788496017
207,32,-0.9972720742225647
207,64,-2.304982900619507
207,128,-0.5342535972595215
208,32,-0.30019766092300415
208,64,-0.552619993686676
208,128,0.08724652975797653
209,32,0.36937838792800903
209,64,0.3865129053592682
209,128,-0.030312227085232735
210,32,0.7479848861694336
210,64,-0.4772137403488159
210,128,-1.2037965059280396
211,32,-0.1952885091304779
211,64,1.1276241540908813
211,128,0.9617836475372314
212,32,0.09695842117071152
212,64,0.26771456003189087
212,128,-0.3516857326030731
213,32,-0.11557131260633469
213,64,0.3190632462501526
213,128,0.0926603153347969
214,32,-0.5679383277893066
214,64,-0.3025934100151062
214,128,0.7006303668022156
215,32,-0.49114397168159485
215,64,1.0283150672912598
215,128,-0.4402341842651367
216,32,0.023320071399211884
216,64,-0.2711987793445587
216,128,-0.16933558881282806
217,32,-0.443293035030365
217,64,0.03664018586277962
217,128,-0.7366172075271606
218,32,-0.16869163513183594
218,64,0.8150972723960876
218,128,-0.8059011697769165
219,32,1.2729665040969849
219,64,-0.6654642820358276
219,128,0.3224896788597107
220,32,-0.6125585436820984
220,64,-0.6707603931427002
220,128,1.1019402742385864
221,32,-0.3846864104270935
221,64,-0.5837666988372803
221,128,-0.12907151877880096
222,32,0.8941474556922913
222,64,-0.43261995911598206
222,128,-0.0680631697177887
223,32,0.4352090656757355
223,64,0.1283167153596878
223,128,1.0796735286712646
224,32,0.3127904534339905
224,64,0.5644863247871399
224,128,0.0831364318728447
225,32,0.8024812340736389
225,64,0.235203355550766
225,128,0.5361998677253723
226,32,0.8945872783660889
226,64,-0.6296901702880859
226,128,-0.3875962793827057
227,32,1.433696985244751
227,64,0.2766679525375366
227,128,-0.9603230953216553
228,32,-0.7424486875534058
228,64,1.210062026977539
228,128,-1.2408456802368164
229,32,0.1134154349565506
229,64,1.338070273399353
229,128,-1.8178640604019165
230,32,-1.3088635206222534
230,64,-0.6350942254066467
230,128,0.44179651141166687
231,32,-0.10661415755748749
231,64,-0.07202217727899551
231,128,-1.1064609289169312
232,32,1.0799221992492676
232,64,0.21448290348052979
232,128,0.2884792983531952
233,32,0.5360451936721802
233,64,-0.8473870754241943
233,128,0.9836810231208801
234,32,-0.37189677357673645
234,64,0.19212606549263
234,128,-0.1953384429216385
235,32,0.7761002779006958
235,64,0.21588166058063507
235,128,1.3946492671966553
236,32,-0.3391999900341034
236,64,-0.755106508731842
236,128,0.4488273561000824
237,32,-0.3761056363582611
237,64,-0.13522419333457947
237,128,0.034052759408950806
238,32,-0.1487383097410202
238,64,-0.33040356636047363
238,128,-0.8681894540786743
239,32,-0.2778354585170746
239,64,-1.320523977279663
239,128,0.21448804438114166
240,32,0.21626023948192596
240,64,-0.3816394805908203
240,128,1.2759993076324463
241,32,0.24785400927066803
241,64,0.47347521781921387
241,128,0.7725297212600708
242,32,0.14974157512187958
242,64,-1.9986218214035034
242,128,-1.4904983043670654
243,32,-0.5946338772773743
243,64,0.2852749526500702
243,128,0.6659774780273438
244,32,-1.2032023668289185
244,64,1.5499622821807861
244,128,-0.576958954334259
245,32,-0.6405453085899353
245,64,-0.5012351274490356
245,128,0.7504023909568787
246,32,0.13842523097991943
246,64,0.34785380959510803
246,128,0.319750040769577
247,32,0.5811781287193298
247,64,-0.5411299467086792
247,128,0.7914994359016418
248,32,-0.784841001033783
248,64,1.9454740285873413
248,128,-0.5423604249954224
249,32,-0.05432897061109543
249,64,0.24782058596611023
249,128,-0.12738458812236786
250,32,0.19923962652683258
250,64,0.6198064088821411
250,128,0.40596187114715576
251,32,-2.5737781524658203
251,64,0.7347072958946228
251,128,0.027211327105760574
252,32,-0.22608953714370728
252,64,1.4638458490371704
252,128,-1.1644325256347656
253,32,0.2814466953277588
253,64,-0.6481930613517761
253,128,0.44391077756881714
254,32,-0.06840839982032776
254,64,-0.3765125274658203
254,128,-0.6831681132316589
255,32,-0.32015806436538696
255,64,-0.026246139779686928
255,128,0.4112287759780884
256,32,0.21311825513839722
256,64,1.4360523223876953
256,128,0.5163098573684692
257,32,0.40122324228286743
257,64,0.712183952331543
257,128,1.5542495250701904
258,32,0.6310737133026123
258,64,0.96323162317276
258,128,-0.07224289327859879
259,32,-1.4468340873718262
259,64,-1.296826720237732
259,128,-0.7876279950141907
260,32,-0.06074483320116997
260,64,0.03423235937952995
260,128,1.2552359104156494
261,32,0.3074225187301636
261,64,-1.089381456375122
261,128,-0.9097146987915039
262,32,0.1825302541255951
262,64,0.09022261202335358
262,128,0.2160072773694992
263,32,0.4191496968269348
263,64,1.3675254583358765
263,128,0.03167266026139259
264,32,1.3757410049438477
264,64,-0.8838475942611694
264,128,-0.7650710344314575
265,32,-0.2057880014181137
265,64,-1.589231014251709
265,128,-0.06444381922483444
266,32,0.8700904846191406
266,64,-0.21257731318473816
266,128,-1.3785715103149414
267,32,0.7841391563415527
267,64,-0.4126323163509369
267,128,-0.2668427526950836
268,32,0.6510513424873352
268,64,-0.32187139987945557
268,128,0.45917725563049316
269,32,-0.9882021546363831
269,64,-0.6232383847236633
269,128,0.43682605028152466
270,32,0.9989555478096008
270,64,0.9964686632156372
270,128,0.84223872423172
271,32,0.6151637434959412
271,64,0.47198572754859924
271,128,-0.33790263533592224
272,32,0.3494592308998108
272,64,-0.6070355772972107
272,128,0.2471672147512436
273,32,0.5084041953086853
273,64,0.2110968977212906
273,128,-0.6753135919570923
274,32,-0.1341472864151001
274,64,-0.1901593655347824
274,128,-1.3713372945785522
275,32,0.03308389335870743
275,64,0.366186261177063
275,128,0.6993520259857178
276,32,-0.276289701461792
276,64,0.596554160118103
276,128,2.497936487197876
277,32,-0.38896819949150085
277,64,-0.8995365500450134
277,128,0.28577542304992676
278,32,-1.2649868726730347
278,64,-0.5887009501457214
278,128,1.029104232788086
279,32,0.09979098290205002
279,64,0.25030961632728577
279,128,1.615839958190918
280,32,-0.7467860579490662
280,64,0.8929315209388733
280,128,-0.6793343424797058
281,32,0.31251972913742065
281,64,-0.19094979763031006
281,128,-1.3471393585205078
282,32,-0.4780440926551819
282,64,0.9297227263450623
282,128,0.39318305253982544
283,32,-0.07736786454916
283,64,1.1215330362319946
283,128,-0.9143978357315063
284,32,0.12750260531902313
284,64,0.8788166046142578
284,128,0.33264076709747314
285,32,0.5892341732978821
285,64,-0.37936127185821533
285,128,1.266052484512329
286,32,-1.6257576942443848
286,64,-0.11846460402011871
286,128,0.39880678057670593
287,32,0.09511391818523407
287,64,-0.30306732654571533
287,128,0.2724613845348358
288,32,0.08522725105285645
288,64,-0.08275365084409714
288,128,-0.6722832918167114
289,32,-0.9425602555274963
289,64,-1.1088718175888062
289,128,-0.3708263039588928
290,32,0.25396111607551575
290,64,0.03585581108927727
290,128,0.8050639629364014
291,32,0.13220687210559845
291,64,-0.5772718787193298
291,128,-0.752123236656189
292,32,-0.5226102471351624
292,64,-0.6225876212120056
292,128,-2.075723886489868
293,32,1.1919811964035034
293,64,0.40800461173057556
293,128,-1.046563744544983
294,32,1.0760151147842407
294,64,-0.019362494349479675
294,128,-0.14876650273799896
295,32,2.466578960418701
295,64,-0.15658222138881683
295,128,-0.465608149766922
296,32,0.5387301445007324
296,64,-0.6515870094299316
296,128,-0.07026789337396622
297,32,1.2239738702774048
297,64,0.07691168040037155
297,128,-0.6895113587379456
298,32,0.8297727108001709
298,64,0.9697151184082031
298,128,-1.1540991067886353
299,32,0.3547350764274597
299,64,0.9829487800598145
299,128,-0.027199728414416313
300,32,2.1186580657958984
300,64,-0.6607023477554321
300,128,0.14869023859500885
301,32,-1.020949363708496
301,64,-0.1710110902786255
301,128,0.1965571790933609
302,32,0.5101355910301208
302,64,1.5052014589309692
302,128,-0.6009813547134399
303,32,0.19918102025985718
303,64,-0.27418097853660583
303,128,0.03627781942486763
304,32,-0.3368486762046814
304,64,-0.5640029311180115
304,128,0.7154436111450195
305,32,-0.9359267950057983
305,64,0.48985356092453003
305,128,-1.2541444301605225
306,32,-0.1258457750082016
306,64,-1.0559425354003906
306,128,1.3110688924789429
307,32,-0.005395347252488136
307,64,-0.26929259300231934
307,128,-0.8480269312858582
308,32,0.24993234872817993
308,64,1.0419397354125977
308,128,-0.36533090472221375
309,32,-0.5729649066925049
309,64,-0.04330236092209816
309,128,-0.4823039472103119
310,32,-0.12523627281188965
310,64,1.2061469554901123
310,128,-1.17655348777771
311,32,-0.336861252784729
311,64,0.04896921664476395
311,128,-0.7731144428253174
312,32,-0.8688032031059265
312,64,0.14022676646709442
312,128,0.3599361777305603
313,32,-0.6424516439437866
313,64,0.17322508990764618
313,128,-0.5196544528007507
314,32,0.8038489818572998
314,64,-0.3058200180530548
314,128,0.9607741236686707
315,32,-2.037201404571533
315,64,-1.5556080341339111
315,128,0.13228975236415863
316,32,0.4480352997779846
316,64,0.7974956035614014
316,128,0.1699298769235611
317,32,-1.3526103496551514
317,64,-1.0613720417022705
317,128,0.365369588136673
318,32,0.9109998941421509
318,64,0.08315230160951614
318,128,0.19217966496944427
319,32,1.4491550922393799
319,64,0.6240522861480713
319,128,-0.4258904755115509
320,32,-0.948451042175293
320,64,-0.29371002316474915
320,128,0.16290637850761414
321,32,-0.5301300883293152
321,64,-1.4260681867599487
321,128,0.9392426013946533
322,32,-0.2007819414138794
322,64,1.353132963180542
322,128,-1.2524816989898682
323,32,0.5284348130226135
323,64,-0.08543924242258072
323,128,-0.35368871688842773
324,32,0.323003351688385
324,64,0.5433989763259888
324,128,0.7353342175483704
325,32,-0.478534460067749
325,64,-0.45710107684135437
325,128,0.3078705370426178
326,32,-0.32410332560539246
326,64,0.6073046326637268
326,128,0.9430729746818542
327,32,0.11488152295351028
327,64,0.4175848364830017
327,128,-0.030509769916534424
328,32,-1.219588041305542
328,64,-0.17226822674274445
328,128,0.18894660472869873
329,32,0.07264199107885361
329,64,0.17537076771259308
329,128,0.8515147566795349
330,32,-0.35940879583358765
330,64,-0.1732683628797531
330,128,0.24489742517471313
331,32,-0.3975566327571869
331,64,0.5056800246238708
331,128,1.6618385314941406
332,32,-0.5580483078956604
332,64,0.7737982869148254
332,128,-0.2329423427581787
333,32,-0.08955980837345123
333,64,-0.19044040143489838
333,128,-2.157651424407959
334,32,-0.9089623093605042
334,64,-1.953794002532959
334,128,0.8083199858665466
335,32,-1.0080318450927734
335,64,-0.5572494864463806
335,128,-1.9359159469604492
336,32,1.4150481224060059
336,64,1.3445825576782227
336,128,0.8459062576293945
337,32,0.6039506793022156
337,64,0.5743832588195801
337,128,-1.2765380144119263
338,32,0.7249783277511597
338,64,0.17494256794452667
338,128,-0.9740222096443176
339,32,-0.7520977854728699
339,64,-0.4445036053657532
339,128,-0.9240007400512695
340,32,0.4208369553089142
340,64,0.15885230898857117
340,128,0.410542368888855
341,32,-0.9338921308517456
341,64,-0.25633519887924194
341,128,-0.6421497464179993
342,32,0.3801581859588623
342,64,-0.0620228573679924
342,128,-1.302880883216858
343,32,1.0926486253738403
343,64,0.6298395991325378
343,128,0.09466079622507095
344,32,0.47801846265792847
344,64,-0.7637579441070557
344,128,-0.6721823215484619
345,32,0.8358774185180664
345,64,1.0172063112258911
345,128,1.005880355834961
346,32,0.2927543520927429
346,64,1.6881765127182007
346,128,-0.7635020613670349
347,32,-0.09665948897600174
347,64,-0.07185625284910202
347,128,-0.2651228904724121
348,32,0.18966001272201538
348,64,0.14308591187000275
