seed,size,value
74,64,0.40636342763900757
74,128,1.5085011720657349
75,32,-0.7696934938430786
75,64,-1.3805840015411377
75,128,-1.3808149099349976
76,32,1.8017369508743286
76,64,-0.5843357443809509
76,128,-0.03781692311167717
77,32,2.0605552196502686
77,64,1.0643999576568604
77,128,0.8193055987358093
78,32,0.06965517997741699
78,64,0.2570258378982544
78,128,0.9165265560150146
79,32,0.9828509092330933
79,64,1.3334580659866333
79,128,0.007468491792678833
80,32,-0.6060578227043152
80,64,0.4413699209690094
80,128,0.09689363837242126
81,32,0.4823010563850403
81,64,0.8841833472251892
81,128,-1.545864462852478
82,32,-0.63801509141922
82,64,0.7804504036903381
82,128,-0.03928930684924126
83,32,0.7247998714447021
83,64,0.03795121982693672
83,128,1.3569362163543701
84,32,0.43786346912384033
84,64,1.92595636844635
84,128,-0.6153314709663391
85,32,-0.9527693390846252
85,64,-0.042342133820056915
85,128,-0.1707400679588318
86,32,1.7554876804351807
86,64,-0.8321099877357483
86,128,-1.4660158157348633
87,32,-0.905281126499176
87,64,0.7197181582450867
87,128,-0.0553322471678257
88,32,0.29365065693855286
88,64,1.6411226987838745
88,128,0.42972615361213684
89,32,1.0306754112243652
89,64,-0.12230761349201202
89,128,1.3260657787322998
90,32,1.4787715673446655
90,64,0.23139096796512604
90,128,-0.7212653756141663
91,32,0.5007743835449219
91,64,-0.7999386191368103
91,128,-0.3418051600456238
92,32,0.7999008893966675
92,64,-0.782666802406311
92,128,0.3590073883533478
93,32,0.0460059717297554
93,64,-0.24057574570178986
93,128,0.2509084641933441
94,32,1.0080336332321167
94,64,0.736739456653595
94,128,-0.10551530867815018
95,32,-0.42667290568351746
95,64,0.7146832942962646
95,128,-0.5196733474731445
96,32,-0.2842831313610077
96,64,0.6531853079795837
96,128,-0.34783074259757996
97,32,0.9084097743034363
97,64,0.8070003390312195
97,128,-0.5664903521537781
98,32,0.10792642086744308
98,64,-0.6930253505706787
98,128,0.23836185038089752
99,32,-1.699581503868103
99,64,0.8352655172348022
99,128,-0.09886843711137772
100,32,-0.005172640085220337
100,64,0.48050031065940857
100,128,0.12961427867412567
101,32,0.35927778482437134
101,64,0.35386186838150024
101,128,-0.6709694862365723
102,32,-0.0591072142124176
102,64,-1.1489588022232056
102,128,0.8054702281951904
103,32,0.7088110446929932
103,64,-0.4341863691806793
103,128,0.8610369563102722
104,32,0.27536681294441223
104,64,-0.7921397686004639
104,128,-0.9366150498390198
105,32,0.46736663579940796
105,64,-1.5143930912017822
105,128,-0.6823985576629639
106,32,0.28343600034713745
106,64,1.099551796913147
106,128,0.7437012791633606
107,32,0.6047208905220032
107,64,-0.29078322649002075
107,128,-0.11011114716529846
108,32,0.8312322497367859
108,64,-1.2963382005691528
108,128,-0.88782799243927
109,32,-0.4338934123516083
109,64,0.37364375591278076
109,128,-0.2260543256998062
110,32,0.880321204662323
110,64,0.3217540681362152
110,128,1.517272710800171
111,32,0.7060624361038208
111,64,-0.4504685401916504
111,128,-0.5623447895050049
112,32,0.9258025288581848
112,64,0.7508358955383301
112,128,1.697226881980896
113,32,0.3405621349811554
113,64,-0.1864231377840042
113,128,0.1168113723397255
114,32,-0.7887596487998962
114,64,0.637392520904541
114,128,-0.31269538402557373
115,32,1.057261347770691
115,64,0.2937701344490051
115,128,0.23609453439712524
116,32,0.12072136998176575
116,64,-1.8021304607391357
116,128,-0.5776296257972717
117,32,1.3010845184326172
117,64,1.0593341588974
117,128,0.490009069442749
118,32,1.6377997398376465
118,64,0.20595207810401917
118,128,0.3096415400505066
119,32,-0.0026229768991470337
119,64,-0.3633924424648285
119,128,-0.2145744413137436
120,32,0.7318477630615234
120,64,-0.3258271813392639
120,128,1.3572642803192139
121,32,-0.5885229110717773
121,64,0.5025956630706787
121,128,0.5644630193710327
122,32,0.9690680503845215
122,64,-1.2181094884872437
122,128,-1.575240135192871
123,32,-1.328091025352478
123,64,0.19694098830223083
123,128,0.8562867641448975
124,32,-1.1792734861373901
124,64,-0.4941199719905853
124,128,-0.3738189935684204
125,32,-0.052608780562877655
125,64,-0.15372709929943085
125,128,-0.10985492169857025
126,32,-0.23791693150997162
126,64,0.48298031091690063
126,128,-0.6053778529167175
127,32,0.30596378445625305
127,64,-1.1625210046768188
127,128,0.8130542635917664
128,32,-0.8259850740432739
128,64,0.4716282784938812
128,128,-0.1752423644065857
129,32,-1.0393182039260864
129,64,1.2597846984863281
129,128,0.6157141327857971
130,32,-1.3391462564468384
130,64,-0.1954217553138733
130,128,0.37671178579330444
131,32,0.06856034696102142
131,64,-0.1691669076681137
131,128,0.17851372063159943
132,32,-2.0411174297332764
132,64,-0.22852617502212524
132,128,-1.2302738428115845
133,32,0.4908662736415863
133,64,0.059005167335271835
133,128,-0.1712259203195572
134,32,-0.00350904930382967
134,64,0.2732870280742645
134,128,0.2743911147117615
135,32,1.1430871486663818
135,64,0.844183087348938
135,128,0.48364412784576416
136,32,0.5021460056304932
136,64,-1.3756781816482544
136,128,0.26576316356658936
137,32,0.3718659579753876
137,64,0.9065706133842468
137,128,-0.15060949325561523
138,32,-1.305418848991394
138,64,1.18157160282135
138,128,0.1597066968679428
139,32,-0.552866518497467
139,64,-0.47319740056991577
139,128,-0.6917181015014648
140,32,-0.6761150360107422
140,64,-0.5021956562995911
140,128,0.3972875773906708
141,32,-0.8183767795562744
141,64,0.23361389338970184
141,128,-0.1429825723171234
142,32,0.16875097155570984
142,64,0.910541296005249
142,128,-0.9376345872879028
143,32,-1.1669727563858032
143,64,-0.6655675172805786
143,128,0.32400617003440857
144,32,0.08164308965206146
144,64,-0.6494713425636292
144,128,0.43925678730010986
145,32,-0.18607498705387115
145,64,0.6870059370994568
145,128,0.35745930671691895
146,32,-0.6456589102745056
146,64,0.8981276154518127
146,128,-0.659683108329773
147,32,0.03355714678764343
147,64,0.4893242120742798
147,128,-0.8409343957901001
148,32,-0.13498347997665405
148,64,-0.6441071629524231
148,128,1.5007460117340088
149,32,-1.2619391679763794
149,64,0.9258110523223877
149,128,-0.3983454406261444
150,32,-0.731461226940155
150,64,0.5410753488540649
150,128,-1.094842791557312
151,32,0.2795456647872925
151,64,-0.8143773078918457
151,128,0.624328076839447
152,32,-0.1436748504638672
152,64,-0.46584588289260864
152,128,0.28362491726875305
153,32,1.206526517868042
153,64,-0.41818809509277344
153,128,-0.9626345038414001
154,32,-0.11688520014286041
154,64,0.08020787686109543
154,128,0.40982532501220703
155,32,-0.4454241394996643
155,64,0.7801901698112488
155,128,-0.5621890425682068
156,32,-0.38837793469429016
156,64,-0.37560802698135376
156,128,0.6184923648834229
157,32,0.6412237286567688
157,64,-0.9559533596038818
157,128,2.9556076526641846
158,32,-0.1892629861831665
158,64,-1.4044339656829834
158,128,-0.5491852164268494
159,32,0.17924678325653076
159,64,0.28656789660453796
159,128,-0.5764941573143005
160,32,0.41714656352996826
160,64,0.2927214801311493
160,128,0.9184778928756714
161,32,-0.4466730058193207
161,64,-0.23705771565437317
161,128,0.022485315799713135
162,32,0.33167973160743713
162,64,0.9767404794692993
162,128,-0.678383469581604
163,32,-0.07702768594026566
163,64,-0.35584408044815063
163,128,-1.0691044330596924
164,32,-0.6295194029808044
164,64,1.5623340606689453
164,128,0.138485848903656
165,32,0.3609734773635864
165,64,-0.7160629034042358
165,128,-0.6765472888946533
166,32,-0.13564294576644897
166,64,0.498711496591568
166,128,-2.365739345550537
167,32,0.042436253279447556
167,64,0.004188627004623413
167,128,-0.9263073801994324
168,32,-0.8974714875221252
168,64,-1.8694472312927246
168,128,0.9053133726119995
169,32,0.9005459547042847
169,64,0.24038580060005188
169,128,0.31921181082725525
170,32,-0.42318791151046753
170,64,-0.5614420771598816
170,128,1.1316492557525635
171,32,-0.6997946500778198
171,64,0.45750147104263306
171,128,0.054950110614299774
172,32,-0.8360248804092407
172,64,-0.046180397272109985
172,128,-1.1098016500473022
173,32,-0.7643530368804932
173,64,0.2262750267982483
173,128,0.782940149307251
174,32,-0.07527120411396027
174,64,-0.4870871305465698
174,128,-0.3324446976184845
175,32,-1.406416654586792
175,64,-0.3858330249786377
175,128,1.3405563831329346
176,32,1.0943591594696045
176,64,-0.8368051052093506
176,128,-0.37401917576789856
177,32,0.8411961197853088
177,64,-0.8657637238502502
177,128,2.4483892917633057
178,32,-0.10406504571437836
178,64,1.1444463729858398
178,128,-1.791988492012024
179,32,0.34582993388175964
179,64,0.5237423181533813
179,128,-1.0596307516098022
180,32,-0.04382443428039551
180,64,0.20085933804512024
180,128,0.0992988646030426
181,32,0.5702846050262451
181,64,-0.8480961322784424
181,128,1.3603044748306274
182,32,-0.499622106552124
182,64,0.11623945832252502
182,128,0.39471662044525146
183,32,1.2926827669143677
183,64,1.7938416004180908
183,128,1.069137692451477
184,32,-0.1803639829158783
184,64,-0.7569133639335632
184,128,-0.36249715089797974
185,32,1.8016595840454102
185,64,0.6429570317268372
185,128,-1.3029100894927979
186,32,1.0365129709243774
186,64,0.7270503044128418
186,128,0.3494647443294525
187,32,-0.13739220798015594
187,64,0.5726211667060852
187,128,-0.1914285272359848
188,32,0.22703999280929565
188,64,1.509591817855835
188,128,-1.2688021659851074
189,32,1.219240665435791
189,64,-1.2453851699829102
189,128,1.0484336614608765
190,32,0.9404383301734924
190,64,1.2878639698028564
190,128,-0.32531625032424927
191,32,-1.4345135688781738
191,64,-0.9203552007675171
191,128,0.09758678078651428
192,32,-0.3838099539279938
192,64,1.1202610731124878
192,128,0.12096530199050903
193,32,-0.08191369473934174
193,64,-0.8667811751365662
193,128,0.3270031809806824
194,32,-1.2924305200576782
194,64,0.6730918884277344
194,128,1.3055996894836426
195,32,-1.9128344058990479
195,64,-0.16475874185562134
195,128,0.2815845012664795
196,32,-0.5036494135856628
196,64,-0.3358461260795593
196,128,0.3668665289878845
197,32,-1.9404489994049072
197,64,-0.8554906249046326
197,128,-0.6633950471878052
198,32,0.48890650272369385
198,64,0.25472837686538696
198,128,0.14404278993606567
199,32,0.3550660014152527
199,64,-0.38239023089408875
199,128,0.39081883430480957
200,32,-0.14655809104442596
200,64,0.6208721399307251
200,128,0.9418823719024658
201,32,0.04596564173698425
201,64,0.2685354948043823
201,128,1.6544276475906372
202,32,1.48311185836792
202,64,-0.42074161767959595
202,128,0.2562676966190338
203,32,0.22892236709594727
203,64,-0.4126906394958496
203,128,0.661760687828064
204,32,0.18872857093811035
204,64,0.8137154579162598
204,128,-0.5424507260322571
205,32,1.1029194593429565
205,64,0.24076320230960846
205,128,0.6433054804801941
206,32,-0.2771422266960144
206,64,0.21796037256717682
206,128,-0.06978531181812286
207,32,-0.9972718954086304
207,64,-2.304983377456665
207,128,-0.5342550277709961
208,32,-0.30019617080688477
208,64,-0.552619993686676
208,128,0.08724576979875565
209,32,0.3693785071372986
209,64,0.38651275634765625
209,128,-0.030312195420265198
210,32,0.7479844093322754
210,64,-0.47721347212791443
210,128,-1.203796625137329
211,32,-0.19528786838054657
211,64,1.1276240348815918
211,128,0.9617815613746643
212,32,0.0969579666852951
212,64,0.2677152156829834
212,128,-0.35168731212615967
213,32,-0.1155717521905899
213,64,0.3190635144710541
213,128,0.09266138076782227
214,32,-0.5679377317428589
214,64,-0.30259355902671814
214,128,0.7006301879882812
215,32,-0.4911445379257202
215,64,1.0283145904541016
215,128,-0.44023385643959045
216,32,0.02332131937146187
216,64,-0.2711988687515259
216,128,-0.16933688521385193
217,32,-0.4432928264141083
217,64,0.036641016602516174
217,128,-0.7366138696670532
218,32,-0.1686917543411255
218,64,0.8150972723960876
218,128,-0.8058998584747314
219,32,1.2729674577713013
219,64,-0.6654626727104187
219,128,0.32249054312705994
220,32,-0.6125587224960327
220,64,-0.6707606315612793
220,128,1.101940393447876
221,32,-0.384685754776001
221,64,-0.583767831325531
221,128,-0.1290733367204666
222,32,0.8941473960876465
222,64,-0.43261903524398804
222,128,-0.06806330382823944
223,32,0.4352078139781952
223,64,0.12831656634807587
223,128,1.0796728134155273
224,32,0.31279081106185913
224,64,0.5644863843917847
224,128,0.08313675224781036
225,32,0.8024817109107971
225,64,0.2352026402950287
225,128,0.5362000465393066
226,32,0.8945867419242859
226,64,-0.6296903491020203
226,128,-0.38759690523147583
227,32,1.4336975812911987
227,64,0.27666908502578735
227,128,-0.9603226184844971
228,32,-0.7424490451812744
228,64,1.210062026977539
228,128,-1.2408454418182373
229,32,0.11341516673564911
229,64,1.3380695581436157
229,128,-1.8178646564483643
230,32,-1.3088653087615967
230,64,-0.6350937485694885
230,128,0.44179701805114746
231,32,-0.1066146120429039
231,64,-0.07202208042144775
231,128,-1.1064612865447998
232,32,1.079921841621399
232,64,0.21448270976543427
232,128,0.28847700357437134
233,32,0.5360459089279175
233,64,-0.8473880290985107
233,128,0.9836820960044861
234,32,-0.37189632654190063
234,64,0.1921261101961136
234,128,-0.1953411102294922
235,32,0.7760991454124451
235,64,0.21588216722011566
235,128,1.394649863243103
236,32,-0.33919957280158997
236,64,-0.7551075220108032
236,128,0.4488273561000824
237,32,-0.3761054575443268
237,64,-0.13522489368915558
237,128,0.03405240178108215
238,32,-0.14873766899108887
238,64,-0.3304024338722229
238,128,-0.8681879043579102
239,32,-0.2778353989124298
239,64,-1.3205249309539795
239,128,0.21448875963687897
240,32,0.21626032888889313
240,64,-0.38163888454437256
240,128,1.2759974002838135
241,32,0.24785326421260834
241,64,0.4734748303890228
241,128,0.7725300192832947
242,32,0.1497415155172348
242,64,-1.9986224174499512
242,128,-1.4904978275299072
243,32,-0.5946342945098877
243,64,0.285274475812912
243,128,0.6659770011901855
244,32,-1.2032029628753662
244,64,1.549961805343628
244,128,-0.5769582986831665
245,32,-0.6405444741249084
245,64,-0.5012356042861938
245,128,0.7504022717475891
246,32,0.13842631876468658
246,64,0.34785401821136475
246,128,0.31975018978118896
247,32,0.5811780095100403
247,64,-0.5411309599876404
247,128,0.7915008664131165
248,32,-0.7848398685455322
248,64,1.9454715251922607
248,128,-0.5423617959022522
249,32,-0.05432818457484245
249,64,0.24782055616378784
249,128,-0.12738536298274994
250,32,0.19923995435237885
250,64,0.6198070049285889
250,128,0.405962735414505
251,32,-2.5737788677215576
251,64,0.7347068190574646
251,128,0.02721240743994713
252,32,-0.22608888149261475
252,64,1.46384596824646
252,128,-1.1644346714019775
253,32,0.281447172164917
253,64,-0.6481935977935791
253,128,0.4439131021499634
254,32,-0.06840810179710388
254,64,-0.37651288509368896
254,128,-0.6831682324409485
255,32,-0.3201583921909332
255,64,-0.026245977729558945
255,128,0.41122889518737793
256,32,0.21311797201633453
256,64,1.4360514879226685
256,128,0.5163103342056274
257,32,0.4012240171432495
257,64,0.7121829986572266
257,128,1.5542484521865845
258,32,0.6310738921165466
258,64,0.9632308483123779
258,128,-0.07224161922931671
259,32,-1.4468333721160889
259,64,-1.2968244552612305
259,128,-0.787628173828125
260,32,-0.06074421852827072
260,64,0.03423117846250534
260,128,1.2552367448806763
261,32,0.3074225187301636
261,64,-1.0893826484680176
261,128,-0.9097142815589905
262,32,0.18253087997436523
262,64,0.090223029255867
262,128,0.21600788831710815
263,32,0.4191504716873169
263,64,1.367525339126587
263,128,0.031672343611717224
264,32,1.3757407665252686
264,64,-0.8838476538658142
264,128,-0.7650721669197083
265,32,-0.20578846335411072
265,64,-1.5892311334609985
265,128,-0.06444306671619415
266,32,0.8700909614562988
266,64,-0.2125774472951889
266,128,-1.3785719871520996
267,32,0.7841389179229736
267,64,-0.41263240575790405
267,128,-0.26684334874153137
268,32,0.65105140209198
268,64,-0.3218710422515869
268,128,0.45917782187461853
269,32,-0.9882022142410278
269,64,-0.6232380867004395
269,128,0.436827152967453
270,32,0.9989556670188904
270,64,0.9964689612388611
270,128,0.8422385454177856
271,32,0.6151642799377441
271,64,0.47198525071144104
271,128,-0.337902307510376
272,32,0.34945935010910034
272,64,-0.6070354580879211
272,128,0.24716651439666748
273,32,0.5084046721458435
273,64,0.21109753847122192
273,128,-0.6753154397010803
274,32,-0.13414791226387024
274,64,-0.19015972316265106
274,128,-1.3713370561599731
275,32,0.03308428078889847
275,64,0.36618536710739136
275,128,0.6993517875671387
276,32,-0.2762897312641144
276,64,0.596554696559906
276,128,2.497936725616455
277,32,-0.38896846771240234
277,64,-0.8995358347892761
277,128,0.2857755422592163
278,32,-1.2649866342544556
278,64,-0.5887020826339722
278,128,1.0291035175323486
279,32,0.09979084134101868
279,64,0.2503092288970947
279,128,1.6158361434936523
280,32,-0.7467865943908691
280,64,0.8929327130317688
280,128,-0.6793340444564819
281,32,0.31251978874206543
281,64,-0.19094839692115784
281,128,-1.347138524055481
282,32,-0.47804388403892517
282,64,0.9297225475311279
282,128,0.393183171749115
283,32,-0.07736749947071075
283,64,1.1215333938598633
283,128,-0.9143984913825989
284,32,0.12750296294689178
284,64,0.8788158893585205
284,128,0.3326403498649597
285,32,0.5892326831817627
285,64,-0.3793611526489258
285,128,1.2660523653030396
286,32,-1.6257566213607788
286,64,-0.11846502125263214
286,128,0.3988078236579895
287,32,0.09511300176382065
287,64,-0.30306655168533325
287,128,0.27245956659317017
288,32,0.085227370262146
288,64,-0.08275362849235535
288,128,-0.6722838878631592
289,32,-0.942560076713562
289,64,-1.108871340751648
289,128,-0.3708270490169525
290,32,0.25396132469177246
290,64,0.035855915397405624
290,128,0.8050642609596252
291,32,0.13220694661140442
291,64,-0.5772715210914612
291,128,-0.7521198987960815
292,32,-0.522610068321228
292,64,-0.6225870847702026
292,128,-2.075723886489868
293,32,1.1919801235198975
293,64,0.40800297260284424
293,128,-1.0465635061264038
294,32,1.0760151147842407
294,64,-0.01936347782611847
294,128,-0.1487654596567154
295,32,2.4665775299072266
295,64,-0.1565827876329422
295,128,-0.46560782194137573
296,32,0.5387304425239563
296,64,-0.651585578918457
296,128,-0.0702681690454483
297,32,1.223974347114563
297,64,0.07691404223442078
297,128,-0.6895118355751038
298,32,0.8297733068466187
298,64,0.9697140455245972
298,128,-1.1540963649749756
299,32,0.3547346293926239
299,64,0.982947587966919
299,128,-0.027197379618883133
300,32,2.1186561584472656
300,64,-0.6607019901275635
300,128,0.14869044721126556
301,32,-1.0209487676620483
301,64,-0.1710081696510315
301,128,0.19655732810497284
302,32,0.5101354122161865
302,64,1.5052013397216797
302,128,-0.6009820103645325
303,32,0.19918133318424225
303,64,-0.2741823196411133
303,128,0.03627574443817139
304,32,-0.33684876561164856
304,64,-0.5640028715133667
304,128,0.7154447436332703
305,32,-0.9359274506568909
305,64,0.4898524880409241
305,128,-1.2541431188583374
306,32,-0.1258462518453598
306,64,-1.055941104888916
306,128,1.311068058013916
307,32,-0.005395174026489258
307,64,-0.26929163932800293
307,128,-0.8480265140533447
308,32,0.2499341517686844
308,64,1.0419403314590454
308,128,-0.36533185839653015
309,32,-0.572965145111084
309,64,-0.04330258071422577
309,128,-0.48230236768722534
310,32,-0.12523618340492249
310,64,1.2061471939086914
310,128,-1.1765525341033936
311,32,-0.3368614912033081
311,64,0.04896896705031395
311,128,-0.7731153964996338
312,32,-0.8688031435012817
312,64,0.14022572338581085
312,128,0.35993707180023193
313,32,-0.6424527168273926
313,64,0.1732245683670044
313,128,-0.5196564793586731
314,32,0.803848385810852
314,64,-0.30581918358802795
314,128,0.960773766040802
315,32,-2.037201166152954
315,64,-1.5556094646453857
315,128,0.1322912722826004
316,32,0.4480350613594055
316,64,0.797496497631073
316,128,0.16992798447608948
317,32,-1.3526101112365723
317,64,-1.06137216091156
317,128,0.36537033319473267
318,32,0.9109997153282166
318,64,0.08315165340900421
318,128,0.19217932224273682
319,32,1.4491552114486694
319,64,0.6240527629852295
319,128,-0.4258906841278076
320,32,-0.9484506249427795
320,64,-0.29370951652526855
320,128,0.1629055142402649
321,32,-0.5301308631896973
321,64,-1.4260679483413696
321,128,0.9392437934875488
322,32,-0.2007828950881958
322,64,1.353132724761963
322,128,-1.2524815797805786
323,32,0.5284344553947449
323,64,-0.08543913811445236
323,128,-0.3536885678768158
324,32,0.32300320267677307
324,64,0.5433987975120544
324,128,0.7353340983390808
325,32,-0.4785339832305908
325,64,-0.4571017026901245
325,128,0.3078707456588745
326,32,-0.32410359382629395
326,64,0.6073051691055298
326,128,0.9430708885192871
327,32,0.11488109827041626
327,64,0.4175851345062256
327,128,-0.030510343611240387
328,32,-1.2195825576782227
328,64,-0.17226845026016235
328,128,0.18894602358341217
329,32,0.07264240086078644
329,64,0.17537136375904083
329,128,0.8515137434005737
330,32,-0.3594082295894623
330,64,-0.17326761782169342
330,128,0.24489788711071014
331,32,-0.39755523204803467
331,64,0.5056787729263306
331,128,1.6618380546569824
332,32,-0.5580481886863708
332,64,0.773798406124115
332,128,-0.23294255137443542
333,32,-0.08956058323383331
333,64,-0.19044044613838196
333,128,-2.157651662826538
334,32,-0.9089627265930176
334,64,-1.9537935256958008
334,128,0.808320164680481
335,32,-1.008030891418457
335,64,-0.5572495460510254
335,128,-1.9359169006347656
336,32,1.4150487184524536
336,64,1.3445839881896973
336,128,0.8459103107452393
337,32,0.6039499640464783
337,64,0.5743834376335144
337,128,-1.2765378952026367
338,32,0.7249781489372253
338,64,0.17494188249111176
338,128,-0.9740257263183594
339,32,-0.7520967721939087
339,64,-0.4445036053657532
339,128,-0.9240004420280457
340,32,0.42083659768104553
340,64,0.15885263681411743
340,128,0.4105430841445923
341,32,-0.9338923692703247
341,64,-0.2563353180885315
341,128,-0.6421504020690918
342,32,0.3801572918891907
342,64,-0.06202317029237747
342,128,-1.3028805255889893
343,32,1.0926485061645508
343,64,0.6298391819000244
343,128,0.09466111660003662
344,32,0.4780189096927643
344,64,-0.763756513595581
344,128,-0.6721830368041992
345,32,0.8358768820762634
345,64,1.0172066688537598
345,128,1.0058802366256714
346,32,0.29275399446487427
346,64,1.6881760358810425
346,128,-0.7635012269020081
347,32,-0.09665949642658234
347,64,-0.07185591757297516
347,128,-0.2651248276233673
348,32,0.1896601915359497
